track_id;artists;album_name;track_name;popularity;duration_ms;explicit;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo;time_signature;track_genre
5MyYYBkmYRgssDuE1FJfJD;"Wolfgang Amadeus Mozart;Richard Galliano";Mozart - All Day Classics;Flute Quartet in D major, K.285 - Arr. for accordion and strings Richard Galliano: 2a. Adagio - Pt. 1;17;50733;False;0.284;0.00746;0;-24.282;1;0.0483;0.971;0.913;0.0829;0.396;115.833;4;classical
4N9wT4gXdCIVIoyYrGQ5ms;"Wolfgang Amadeus Mozart;Wiener Mozart Ensemble;Willi Boskovsky";Mozart - All Day Classics;"Contredanse in E flat, K.607 ""Il Trionfo delle Donne""";8;85000;False;0.636;0.203;3;-14.286;1;0.0412;0.964;0.326;0.171;0.717;118.5;4;classical
25HH9PKrKtsgcT17mYh8S8;"Wolfgang Amadeus Mozart;Wiener Mozart Ensemble;Willi Boskovsky";Mozart - All Day Classics;"Five Contredanses, K.609 ""Non più andrai"": 1. In C «Non più andrai»";20;59000;False;0.502;0.248;0;-17.604;1;0.0609;0.864;0.298;0.0867;0.232;133.59;4;classical
3R5mzz3gNXoyFtnMU6EPje;"Wolfgang Amadeus Mozart;Giuseppe Greco";Mozart: Piano Sonatas, Vol. 5 - K. 540, 494, 545, 570 & 576;"Piano Sonata No. 16 in C Major, K. 545 ""Facile"": II. Andante";7;327930;False;0.347;0.0223;7;-32.493;1;0.0445;0.993;0.918;0.116;0.348;127.261;4;classical
21xptWBvVjNALhb4QNypJR;"Wolfgang Amadeus Mozart;Ingrid Haebler";Mozart: The Complete Piano Sonatas;Piano Sonata No. 17 in B-Flat Major, K. 570: I. Allegro;4;397013;False;0.37;0.091;10;-23.86;1;0.0476;0.995;0.929;0.144;0.6;135.595;3;classical
0HkF2UlAgY3iEqplsw2GrP;"Wolfgang Amadeus Mozart;Michael Wessel";Mozart the Poet: Piano Sonatas, Vol. 4;Piano Sonata No. 12 in F Major, K. 332: I. Allegro;0;431000;False;0.421;0.0743;0;-22.5;1;0.0423;0.993;0.93;0.0953;0.413;142.151;3;classical
3BCUHSTxd5zUogUsDMpwJ6;"Wolfgang Amadeus Mozart;Netherlands Wind Ensemble;Edo de Waart";Mozart - Inspiring Classics;Divertimento in E-Flat Major, K. 166/159d: IV. Adagio;3;79007;False;0.156;0.0341;10;-18.552;1;0.0378;0.994;0.332;0.131;0.0398;73.238;4;classical
4QO4g85FAYvErf2B7VHo0K;"Wolfgang Amadeus Mozart;Ingrid Haebler;London Symphony Orchestra;Witold Rowicki";Mozart: Piano Concertos Nos. 22-27;"Piano Concerto No. 26 in D Major, K. 537 ""Coronation"": II. (Larghetto)";2;389840;False;0.403;0.0341;9;-24.567;1;0.0348;0.991;0.916;0.173;0.148;144.708;4;classical
1BqC5UsD8DH1LbZBqnzRSd;"Wolfgang Amadeus Mozart;Arthur Grumiaux;Walter Klien";Mozart: A Night of Classics;Sonata for Piano and Violin in E flat, K.481: 3b. Variation 1;18;61600;False;0.365;0.136;3;-22.211;1;0.0502;0.984;0.473;0.163;0.546;79.275;4;classical
2aT6dQEodVwJAfIVJU4frl;"Wolfgang Amadeus Mozart;Franz Schessl;Andreas Röhn;Yang Wen Sinn";Mozart - Inspiring Classics;Canon in C, K.508A;6;55293;False;0.375;0.226;9;-19.704;0;0.0486;0.986;0.652;0.0886;0.857;71.455;3;classical
2N613DmbmBx7pimAC79RkP;"Wolfgang Amadeus Mozart;The Monteverdi Choir;English Baroque Soloists;John Eliot Gardiner";Mozart - Inspiring Classics;Requiem in D minor, K.626: 3. Sequentia: Dies irae;2;106000;False;0.288;0.372;7;-16.74;0;0.0358;0.973;0.289;0.144;0.346;161.746;4;classical
0DPcJVMHiqvl4oWuaG48lo;"Wolfgang Amadeus Mozart;Jan Lisiecki";Mozart - A Classical Dawn;"12 Variations in C Major on ""Ah, vous dirai-je Maman"", K. 265/300e: Theme";11;57133;False;0.451;0.0159;0;-35.666;1;0.0644;0.991;0.877;0.0717;0.883;114.211;4;classical
0z05FBfutzwzXeFyKttHtw;"Wolfgang Amadeus Mozart;Academy of St. Martin in the Fields;Sir Neville Marriner";Mozart: A Night of Classics;Ballet Intermezzo, K.299c (Sketches compl. & orch. E. Smith): 1. (Allegro);22;54840;False;0.56;0.233;0;-16.369;1;0.0487;0.991;0.939;0.0922;0.788;152.82;1;classical
3aKXK6e6JKVCoWy1WIpEdB;"Wolfgang Amadeus Mozart;Danielle Laval";Mozart: A Night of Classics;12 Variations on an Allegretto in B Flat, K.500: 12. Variation XI : Adagio;11;80164;False;0.447;0.0192;10;-26.976;1;0.0503;0.992;0.906;0.112;0.26;102.941;5;classical
1KFT8m3kBTyxSqAvbavk6v;"Wolfgang Amadeus Mozart;Bernhard Paumgartner;Camerata Salzburg";Mozart - A Classical Dawn;Symphony No. 30 in D Major, K. 202: IV. Presto;11;60226;False;0.494;0.252;2;-12.272;1;0.0505;0.983;0.939;0.114;0.347;99.222;4;classical
42SGnHloMGNJB4zGBPPs5Z;"Wolfgang Amadeus Mozart;Wiener Mozart Ensemble;Willi Boskovsky";Mozart: A Night of Classics;Six German Dances, K.567: No. 2 in E Flat Major;10;88960;False;0.37;0.194;3;-16.954;1;0.033;0.955;0.91;0.337;0.674;86.199;4;classical
52bop7hdnDIGHFW4p5EfE5;"Wolfgang Amadeus Mozart;Danielle Laval";Mozart - Inspiring Classics;12 Variations on an Allegretto in B Flat, K.500: 13. Variation XII : Allegro – Tempo I;2;85651;False;0.394;0.0897;10;-24.062;1;0.058;0.99;0.904;0.101;0.443;66.701;4;classical
6k7u5zDeIw2c03ec9EukcC;"Wolfgang Amadeus Mozart;Netherlands Wind Ensemble";Mozart: A Night of Classics;Don Giovanni, K. 527 / Act 1: Fin ch'han dal vino (Arr. for Wind Ensemble);16;60870;False;0.496;0.234;0;-22.778;1;0.035;0.989;0.95;0.152;0.672;125.694;4;classical
6PvW8UtQt93D3dNtyRf2d6;"Wolfgang Amadeus Mozart;Gürzenich Orchestra Köln;Günter Wand";Mozart - Inspiring Classics;"Serenade in G Major, K. 525 ""Eine kleine Nachtmusik"": 2b. Romance (Andante) - Pt. 2";3;81040;False;0.473;0.0529;0;-18.552;1;0.0318;0.959;0.865;0.553;0.3;81.816;4;classical
6WyvH1TlKV3cShyHrB8rmF;"Wolfgang Amadeus Mozart;Wiener Mozart Ensemble;Willi Boskovsky";Mozart - Inspiring Classics;Minuet in E Flat Major, K.122;3;79306;False;0.556;0.143;3;-18.677;1;0.0424;0.975;0.852;0.189;0.708;119.065;3;classical
25kvAprofruQWOaRjXnYc3;"Wolfgang Amadeus Mozart;Danielle Laval";Mozart - Inspiring Classics;9 Variations on a Minuet by J.P. Duport in D, K.573: 6. Variation V;3;80699;False;0.537;0.11;2;-25.941;1;0.0605;0.991;0.848;0.119;0.89;124.812;4;classical
7AXYGFiJn1DJI17AEhZ8LR;"Wolfgang Amadeus Mozart;I Musici;Pina Carmirelli";Mozart - All Day Classics;Serenade in G, K.525: 1. Allegro;22;97920;False;0.449;0.247;2;-16.29;1;0.0405;0.866;0.869;0.216;0.62;139.048;4;classical
2cuPD2epKOW51aapIlMEak;"Wolfgang Amadeus Mozart;Danielle Laval";Mozart: A Night of Classics;9 Variations on ‘Lison dormait’ from ‘Julie’ by N. Dezède in C, K.264: 1. Theme : Andante;13;71680;False;0.547;0.111;0;-22.313;1;0.0524;0.994;0.848;0.108;0.285;120.777;4;classical
4hFloLLbiSgP8VdvVWZWse;"Wolfgang Amadeus Mozart;Danielle Laval";Mozart - Inspiring Classics;8 Variations on ‘Dieu d'amour’ from ‘Les mariages samnites’ by Grétry in F, K.352: 5. Variation IV;2;92986;False;0.369;0.179;5;-23.731;1;0.0505;0.993;0.948;0.0622;0.326;94.6;4;classical
2oGCF7bqdm78ERoKVUp7LT;"Wolfgang Amadeus Mozart;Wiener Mozart Ensemble;Willi Boskovsky";Mozart - Inspiring Classics;12 German Dances, K. 586: No. 2 in G Major;1;94666;False;0.464;0.125;7;-16.569;1;0.0693;0.919;0.13;0.284;0.813;153.056;4;classical
3wuq2VebS5gDTdnDgnS1ur;"Wolfgang Amadeus Mozart;London Wind Soloists;Jack Brymer";Mozart - Inspiring Classics;Divertimento in B Flat Major, K.196f (doubtful): 1. Allegro;2;98093;False;0.55;0.162;10;-21.547;1;0.0454;0.993;0.957;0.1;0.913;162.685;3;classical
4DWttivSdv7MIRbuRcE0Vc;"Wolfgang Amadeus Mozart;Danielle Laval";Mozart - Inspiring Classics;8 Variations on ‘Dieu d'amour’ from ‘Les mariages samnites’ by Grétry in F, K.352: 1. Theme;1;96880;False;0.522;0.0141;5;-24.694;1;0.104;0.996;0.911;0.0955;0.642;163.216;4;classical
64xUDoid6Nr0ljakOZbLAB;"Wolfgang Amadeus Mozart;Danielle Laval";Mozart - All Day Classics;12 Variations on ‘La belle Françoise’ in E flat, K.353: 3. Variation II;20;54040;False;0.303;0.094;3;-23.87;1;0.0469;0.994;0.806;0.12;0.195;79.928;4;classical
3iSZoISBAyeKeQNpwrA3js;"Wolfgang Amadeus Mozart;Arthur Grumiaux;Walter Klien";Mozart - All Day Classics;Sonata for Piano and Violin in F, K.377: 2c. Variation 2;12;308000;False;0.383;0.126;0;-20.645;1;0.046;0.986;0.421;0.0859;0.416;90.957;4;classical
0qLzylCTgseaShZirfSti6;"Wolfgang Amadeus Mozart;Arthur Grumiaux;Walter Klien";Mozart - A Classical Dawn;"6 Variations in G minor for Piano & Violin on ""Hélas, j'ai perdu mon amant"" K.360: Var. II";11;60026;False;0.336;0.0891;0;-22.485;0;0.0493;0.987;0.698;0.124;0.373;86.995;4;classical
2gQwtFj6muv9pXZh0ckid8;"Wolfgang Amadeus Mozart;Academy of St. Martin in the Fields Chamber Ensemble";Mozart - Inspiring Classics;Minuet for String Quartet in F, K.168a;1;90760;False;0.38;0.0641;5;-21.828;1;0.0493;0.962;0.00124;0.11;0.472;61.028;3;classical
5qXK6Tfrw2dVzb5uM992wP;"Wolfgang Amadeus Mozart;Danielle Laval";Mozart: A Night of Classics;"12 Variations in C Major on ""Ah, vous dirai-je Maman"", K. 265: 6. Variation V";15;64680;False;0.309;0.00917;0;-35.767;1;0.0444;0.992;0.941;0.0933;0.679;76.791;4;classical
0vaPEm3RwpcmuotshfFN4t;"Wolfgang Amadeus Mozart;Danielle Laval";Mozart - A Classical Dawn;"12 Variations in C Major on ""Ah, vous dirai-je Maman"", K. 265/300e: 12b. Variation XI - Pt. 2";12;64906;False;0.385;0.0554;0;-25.817;1;0.0553;0.987;0.889;0.117;0.321;68.453;4;classical
5VYlv51oUk1MAIxwmUKbFI;"Wolfgang Amadeus Mozart;The English Concert;Trevor Pinnock";Mozart: A Night of Classics;Symphony No. 24 in B Flat, K.182: 3. Allegro;9;87866;False;0.589;0.243;10;-16.728;1;0.0635;0.938;0.951;0.0875;0.672;110.947;4;classical
7o3vB2y4okBEQV0352plsk;"Wolfgang Amadeus Mozart;Danielle Laval";Mozart - A Classical Dawn;12 Variations on a Minuet by J.C. Fischer in C, K.179: 12a. Variation XI: Adagio - Pt. 1;3;93026;False;0.493;0.0409;0;-25.523;1;0.0621;0.993;0.954;0.147;0.481;79.19;4;classical
5nj3lToDAw3w0DZhZ6obDZ;"Wolfgang Amadeus Mozart;Danielle Laval";Mozart - A Classical Dawn;6 Variations in F, K.54: 7. Variation VI;6;75910;False;0.224;0.0821;5;-27.661;1;0.0368;0.984;0.868;0.106;0.501;79.891;4;classical
0OhJkA8PcZ1NkX1MZLWYMz;"Wolfgang Amadeus Mozart;Wiener Philharmoniker;Ferenc Fricsay";Mozart - All Day Classics;Idomeneo, re di Creta, K.366 / Act 1: Allegro - Live;22;45560;False;0.468;0.328;7;-17.645;1;0.0362;0.866;0.205;0.269;0.776;131.29;3;classical
3h01I9dipeSTLeQItmRTtM;"Wolfgang Amadeus Mozart;Academy of St. Martin in the Fields;Sir Neville Marriner";Mozart - A Classical Dawn;Symphony No. 47 in D, K.97: 4. Presto;4;95000;False;0.625;0.114;2;-14.862;1;0.0457;0.966;0.952;0.0928;0.473;113.466;4;classical
1zLpVMt6aGLK1vMF36nnSv;"Wolfgang Amadeus Mozart;Arthur Grumiaux;Walter Klien";Mozart - All Day Classics;Sonata for Piano and Violin in E flat, K.481: 3g. Variation 6;9;76560;False;0.681;0.22;3;-24.653;1;0.0601;0.983;0.9;0.133;0.892;98.123;4;classical
5DguvMxaEjAE0GxprOq3cL;"Wolfgang Amadeus Mozart;Wiener Mozart Ensemble;Willi Boskovsky";Mozart: A Night of Classics;Four Contredanses K.267: No. 1 in G;9;85026;False;0.537;0.207;2;-21.004;1;0.0597;0.976;0.876;0.197;0.762;141.911;3;classical
143yDZNsliy9RcosuXZIYQ;"Wolfgang Amadeus Mozart;Academy of St. Martin in the Fields;Sir Neville Marriner";Mozart - All Day Classics;Les petits riens, K.app.10 (ballet): 6. Gavotte gracieuse;11;74000;False;0.296;0.0242;9;-27.154;1;0.0546;0.99;0.907;0.199;0.248;175.619;3;classical
01rJO8OPtenCTy0TbOaZBD;"Wolfgang Amadeus Mozart;Members of the Netherlands Wind Ensemble;Werner Herbers;Carlo Ravelli;Hans Mossel;Hens Otter;Joep Terwey;Kees Olthuis;Iman Soeteman;Jan Peeters;Hans Krul";Mozart - A Classical Dawn;"Don Giovanni, ossia Il dissoluto punito, K.527 - Arr. for 8 wind instruments by Johann G. Triebensee (1746-1813) - Act 1: ""Madamina, il catalogo è questo""";3;99986;False;0.495;0.144;7;-21.977;1;0.038;0.986;0.847;0.222;0.391;94.024;4;classical
55g2XhX4UOVt7teZyjTkLC;"Wolfgang Amadeus Mozart;Academy of St. Martin in the Fields;Sir Neville Marriner";Mozart - All Day Classics;Six German Dances, K.509: No. 1 in C;7;95706;False;0.413;0.0509;2;-18.693;1;0.0375;0.965;0.902;0.24;0.514;93.116;4;classical
7eLOzWaZQ6nwC0hzkyAecf;"Wolfgang Amadeus Mozart;Academy of St. Martin in the Fields;Sir Neville Marriner";Mozart - A Classical Dawn;The London Sketchbook, K. 15a-ss (arr. and/or orch. E. Smith) - Three Contredanses: in F, K.33B (added by E. Smith);9;76000;False;0.432;0.0223;5;-31.554;1;0.0555;0.983;0.875;0.178;0.921;180.084;4;classical
1dAPazw4JMxZXTZoWGPg0T;"Wolfgang Amadeus Mozart;Staatskapelle Dresden;Karl Böhm";Mozart - All Day Classics;La clemenza di Tito, K.621 / Act 1: Marcia (II);9;80066;False;0.644;0.232;4;-13.557;1;0.0374;0.962;0.923;0.102;0.442;93.436;4;classical
0Uftewfc4HjoNG4oPXkubS;"Wolfgang Amadeus Mozart;Danielle Laval";Mozart - All Day Classics;8 Variations on ‘Dieu d'amour’ from ‘Les mariages samnites’ by Grétry in F, K.352: 5. Variation IV;7;92986;False;0.369;0.179;5;-23.731;1;0.0505;0.993;0.948;0.0622;0.326;94.6;4;classical
1cdakNK1Piv3veZN2XkIbr;"Wolfgang Amadeus Mozart;Florian Birsak";Mozart - All Day Classics;Klavierstück in G Major (Nannerl Notebook No. 50);19;60280;False;0.355;0.29;6;-19.042;1;0.0508;0.758;0.0201;0.087;0.636;134.061;3;classical
6fj9Go9PJSp2Xt9pb7swGg;"Wolfgang Amadeus Mozart;Danielle Laval";Mozart - All Day Classics;8 Variations on ‘Dieu d'amour’ from ‘Les mariages samnites’ by Grétry in F, K.352: 1. Theme;7;96880;False;0.522;0.0141;5;-24.694;1;0.104;0.996;0.911;0.0955;0.642;163.216;4;classical
5nRAp6NQOoOFdk3CJY1WrL;"Wolfgang Amadeus Mozart;Concerto Köln;Werner Ehrhardt";Mozart - All Day Classics;Six German Dances, K.571: No. 4 in G;6;96133;False;0.57;0.177;7;-18.339;1;0.0488;0.963;0.917;0.156;0.515;96.075;1;classical
4TujvPqDwwcewGVv1TgLLI;"Wolfgang Amadeus Mozart;Erik Smith";Mozart - All Day Classics;Prelude in G Major, K.15g;15;63360;False;0.193;0.0844;7;-22.463;1;0.0494;0.685;0.0;0.113;0.237;182.218;3;classical
6OtqRo9wsVAtYhpDjWB7Di;"Wolfgang Amadeus Mozart;Danielle Laval";Mozart - All Day Classics;12 Variations on ‘Je suis Lindor’ from ‘Le Barbier de Séville’ by A.L. Baudron in E, K.354: 7. Variation VI;15;61800;False;0.519;0.199;3;-22.841;1;0.0334;0.995;0.939;0.111;0.581;92.138;4;classical
23LveHXJT1mbjaxaqeWB5Y;"Wolfgang Amadeus Mozart;Francesco Piemontesi";Mozart - All Day Classics;8 Menuette, K.315a: Menuetto 5 in F Major;7;97906;False;0.422;0.0238;5;-27.829;1;0.0413;0.994;0.909;0.111;0.717;155.189;4;classical
5NmcuvXdnuAqcfx2zJe5Bp;"Wolfgang Amadeus Mozart;Wiener Mozart Ensemble;Willi Boskovsky";Mozart - All Day Classics;Six Contredanses K. 462: No. 2 in E Flat Major;6;98160;False;0.642;0.0801;8;-20.228;1;0.0501;0.909;0.591;0.241;0.602;121.991;4;classical
1aL9518P5G72N92b48tuKw;AP Dhillon;Summer High;Summer High;83;177391;False;0.86;0.541;1;-6.51;0;0.0325;0.165;0.163;0.0663;0.952;114.984;4;hip-hop
08Isz2ETWSBhvIl8UpKYsp;Shubh;No Love;No Love;83;170387;False;0.768;0.487;4;-8.936;0;0.0431;0.24;0.0;0.175;0.722;137.034;4;hip-hop
42TMa2hgBNjte4uV7jNCnQ;"Shubh;Ikky";Baller;Baller;82;148188;False;0.711;0.702;5;-10.048;1;0.233;0.00487;0.0163;0.0932;0.674;180.219;4;hip-hop
3UhmuWcFaLS3AO3kI9ynQ2;"AP Dhillon;Shinda Kahlon;Gurinder Gill;Gminxr";Insane;Insane;77;206060;False;0.796;0.572;8;-7.03;0;0.0545;0.416;2.55e-05;0.0975;0.304;98.967;4;hip-hop
5HCyWlXZPP0y6Gqq8TgA20;"The Kid LAROI;Justin Bieber";STAY (with Justin Bieber);STAY (with Justin Bieber);89;141805;True;0.591;0.764;1;-5.484;1;0.0483;0.0383;0.0;0.103;0.478;169.928;4;hip-hop
3wz2vWhYnnBoFmgMkqtzLy;"Chani Nattan;Inderpal Moga";Daku;Daku;75;131077;False;0.847;0.558;8;-5.855;0;0.0663;0.325;0.0;0.135;0.495;98.062;4;hip-hop
7AsG1F1eMWd17RYan8M3Wm;"AP Dhillon;Shinda Kahlon";Two Hearts Never Break The Same;Dil Nu;71;233666;False;0.811;0.655;1;-7.118;0;0.0353;0.0947;1.63e-06;0.068;0.925;117.979;4;hip-hop
7IK26RNUdgoZWJdlarrcty;"AP Dhillon;Shinda Kahlon";Two Hearts Never Break The Same;All Night (Live);71;229510;False;0.723;0.456;4;-7.679;0;0.0359;0.137;2.95e-05;0.081;0.0383;101.139;4;hip-hop
2AilvPt1AQ8PixlCKqkjfj;Shubh;Elevated;Elevated;76;200658;True;0.828;0.533;6;-5.779;0;0.091;0.214;2.8e-05;0.307;0.605;93.021;4;hip-hop
32FVH23yFXr8Z0sfjRw4It;AP Dhillon;Two Hearts Never Break The Same;Wo Noor;72;199420;False;0.761;0.554;1;-8.119;0;0.0854;0.193;0.00844;0.0802;0.555;92.52;4;hip-hop
29m79w9xPMH4YCD6r8JSmV;"AP Dhillon;Gurinder Gill;Intense";Excuses;Excuses;82;176232;False;0.837;0.717;5;-7.749;0;0.0822;0.0842;0.0;0.149;0.494;94.984;4;hip-hop
6ZYxNjuAU9Vy3VtF6W1dtE;Shubh;We Rollin;We Rollin;79;199205;True;0.82;0.504;4;-9.113;0;0.141;0.261;7e-06;0.104;0.275;85.016;4;hip-hop
5RrOyaV2xOAnf62uWj24dB;King;OOPS;OOPS;75;163200;False;0.918;0.673;0;-5.084;1;0.184;0.314;0.0;0.0555;0.828;99.952;4;hip-hop
2uThc9fZx2BEL3t6uuRMO1;"aleemrk;Umair";Cold Hours;Cold Hours;74;206117;False;0.737;0.613;1;-7.304;0;0.358;0.316;1.26e-06;0.343;0.493;170.14;4;hip-hop
70wFZWY6cKFxp3Qcq8uxH4;King;Ektarfa;Ektarfa;71;230903;False;0.748;0.472;0;-9.266;0;0.125;0.596;1.1e-05;0.102;0.364;149.97;4;hip-hop
2ZRo7axmMPeSVUvDbGkJah;XXXTENTACION;?;Hope;86;110886;True;0.592;0.457;9;-6.081;0;0.0603;0.661;0.000331;0.146;0.225;146.04;4;hip-hop
58f4twRnbZOOVUhMUpplJ4;"AP Dhillon;Gminxr;Gurinder Gill;Shinda Kahlon";Brown Munde;Brown Munde;76;254400;False;0.854;0.611;8;-6.26;0;0.0864;0.223;0.0;0.119;0.417;100.024;4;hip-hop
3sqRODOZ1Z6hR4F2tnFAlg;Maninder Buttar;Sakhiyaan;Sakhiyaan;73;179325;False;0.706;0.674;9;-5.932;1;0.044;0.3;0.0;0.202;0.359;83.001;4;hip-hop
6XPmY4hIb1RGRyNuq0UBsl;The PropheC;The Lifestyle;Kina Chir;72;216026;False;0.622;0.431;11;-8.26;0;0.0293;0.0955;0.0;0.088;0.365;117.919;4;hip-hop
6TClJ8jXi3OBV7gcrU3jx5;"AP Dhillon;Gurinder Gill";HIDDEN GEMS;TERE TE;75;114418;False;0.692;0.488;7;-10.96;0;0.135;0.0508;0.0;0.154;0.299;171.9;4;hip-hop
1W1dS4VnIrYnllQJ3CAcZy;Sidhu Moose Wala;So High;So High;72;218666;False;0.538;0.763;11;-6.346;0;0.205;0.0152;0.0;0.109;0.484;180.002;4;hip-hop
0a6zRnrjmaOcqsEIFkXIhw;Akhil;Khaab;Khaab;72;201689;False;0.662;0.661;0;-5.689;1;0.0514;0.417;0.0;0.0784;0.222;80.009;4;hip-hop
0yCWDaAgOtg6TKlNCg9rwA;King;The Carnival;Tu Aake Dekhle;81;270000;False;0.77;0.84;11;-4.022;1;0.107;0.515;0.00452;0.145;0.192;96.012;4;hip-hop
7B4uYqxTpTOS1sgxFB9Ann;Sidhu Moose Wala;The Last Ride;The Last Ride;77;262247;False;0.792;0.647;10;-5.447;0;0.334;0.0299;0.0;0.119;0.638;89.029;4;hip-hop
2NTVtNcpC0i1R7LVGaCZCF;"Badshah;Nikhita Gandhi";Jugnu;Jugnu;74;230400;False;0.716;0.803;10;-5.14;0;0.0445;0.03;0.0;0.0817;0.325;124.961;4;hip-hop
60YICjIPdL7LDBcCMK0tAk;"Sidhu Moose Wala;Sunny Malton;The Kidd";Levels;Levels;76;228705;True;0.592;0.728;2;-6.098;1;0.311;0.00148;0.0;0.379;0.577;113.17;5;hip-hop
7cVe3mYMIfhOlz1NXFWv70;Sidhu Moose Wala;No Name;0 to 100;71;108493;False;0.742;0.675;8;-6.551;1;0.0907;0.139;0.0;0.167;0.679;145.989;4;hip-hop
5pcmtf1lwrMqmAWWm248fY;"AP Dhillon;Gurinder Gill";HIDDEN GEMS;DESIRES;76;168000;False;0.863;0.387;5;-10.057;0;0.256;0.365;0.00238;0.06;0.39;100.013;4;hip-hop
5W7DOVGQLTigu09afW7QMT;Sidhu Moose Wala;Moosetape;295;78;270000;False;0.557;0.794;11;-5.698;0;0.2;0.179;0.0;0.106;0.432;91.366;4;hip-hop
5uHy68Q7ZWe8Qq9k7EAprS;Karan Aujla;Sheesha;Sheesha;72;160851;False;0.708;0.672;6;-7.493;0;0.0582;0.322;0.0;0.135;0.399;93.886;4;hip-hop
2tjWCe2W7sgvS3C8NHcdtI;"Akhil;Dhvani Bhanushali;Abhijit Vaghani;Bob";"Duniyaa (From ""Luka Chuppi"")";"Duniyaa (From ""Luka Chuppi"")";74;222500;False;0.435;0.658;7;-5.949;0;0.0368;0.699;0.0;0.125;0.524;77.17;4;hip-hop
2PcGqmKToUz0s65q1Acg7d;"AP Dhillon;Shinda Kahlon;Gminxr";HIDDEN GEMS;SPACESHIP;73;124498;False;0.69;0.683;5;-7.186;0;0.0968;0.076;0.000113;0.134;0.549;160.088;4;hip-hop
7mNZUnDWUDidWBFaUpVtOC;Vilen;Chidiya;Chidiya;74;253333;False;0.486;0.494;6;-8.56;1;0.0324;0.715;0.0;0.109;0.414;179.975;4;hip-hop
1w3exvIgbRFV2ijf6qyWm8;Sidhu Moose Wala;No Name;Everybody Hurts;72;173333;False;0.738;0.599;8;-7.102;1;0.0393;0.434;0.0;0.13;0.575;120.052;5;hip-hop
6udC4b4jOSnHb9ItnXgKLR;"Sachin-Jigar;Shreya Ghoshal;Tochi Raina";Shor in the City (Original Motion Picture Soundtrack);Saibo;73;195253;False;0.619;0.429;2;-7.867;1;0.028;0.738;1.35e-05;0.136;0.545;90.058;4;hip-hop
3JkVYvxNoGf2HCWJo61462;"Sidhu Moose Wala;Sunny Malton";No Name;Never Fold (feat. Sunny Malton);74;183225;False;0.814;0.786;8;-5.178;0;0.232;0.069;0.0;0.0976;0.797;93.025;4;hip-hop
6FQQiTpYnfc5803p84bQp1;Anirudh Ravichander;Vikram (Original Motion Picture Soundtrack);Vikram - Title Track;74;218823;False;0.638;0.842;7;-5.305;0;0.0524;0.174;0.000356;0.126;0.145;169.901;4;hip-hop
3Vb8KkT6Ub5fFGPYJCJyLh;Anirudh Ravichander;Vikram (Original Background Score);Rolex Theme - Background Score;72;53247;False;0.61;0.925;8;-4.01;1;0.114;0.00804;0.767;0.131;0.442;101.992;4;hip-hop
5D507IC1VOAg7bKkmOblr6;"Anirudh Ravichander;Adithya RK";"Bae (From ""Don"")";"Bae (From ""Don"")";71;242628;False;0.697;0.663;6;-7.246;1;0.0486;0.0701;1.04e-05;0.112;0.407;96.968;4;hip-hop
0MHiYjjcHNYM9KURa6NveF;"Dabzee;SA";"Manavaalan Thug (From ""Thallumaala"")";"Manavaalan Thug - From ""Thallumaala""";72;200000;False;0.809;0.583;1;-8.771;1;0.0605;0.356;0.0;0.0622;0.478;96.049;4;hip-hop
209pScL6fUhISxcLWkB6rf;Anirudh Ravichander;Vikram (Original Background Score);Lokiverse - Background Score;73;156330;False;0.64;0.86;7;-4.481;1;0.101;0.302;0.468;0.109;0.516;96.996;4;hip-hop
2vkNA9I029dTwX0y6d59Sc;"Anirudh Ravichander;Anthony Daasan";"Dippam Dappam (From ""Kaathuvaakula Rendu Kaadhal"")";"Dippam Dappam (From ""Kaathuvaakula Rendu Kaadhal"")";74;209032;False;0.827;0.717;11;-7.755;0;0.111;0.0908;0.000523;0.0511;0.772;123.987;4;hip-hop
4wCy7erulqUfFQNVaZBD9b;Anirudh Ravichander;Vikram (Original Motion Picture Soundtrack);Once Upon a Time;72;143709;False;0.646;0.879;1;-3.668;1;0.0823;0.00659;0.0607;0.117;0.429;123.849;4;hip-hop
6eYsOcDdB5b6rTO5ubMxeV;"Anirudh Ravichander;Jonita Gandhi";"Private Party (From ""Don"")";"Private Party (From ""Don"")";71;216774;False;0.862;0.886;10;-5.423;0;0.123;0.184;1.33e-06;0.0565;0.896;124.031;4;hip-hop
5WWplXimzIjlJiN2N7T9Q3;"Anirudh Ravichander;Kamal Haasan";"Pathala Pathala (From ""Vikram"")";"Pathala Pathala (From ""Vikram"")";74;211384;False;0.826;0.779;0;-5.609;1;0.375;0.35;0.0;0.0657;0.936;130.091;4;hip-hop
6yvxu91deFKt3X1QoV6qMv;"Anirudh Ravichander;Jonita Gandhi";"Arabic Kuthu - Halamithi Habibo (From ""Beast"")";"Arabic Kuthu - Halamithi Habibo (From ""Beast"")";76;279677;False;0.608;0.757;2;-6.945;1;0.164;0.259;0.00216;0.259;0.625;124.078;4;hip-hop
6A6mDExVoAEJmc5JyVSQeK;Anirudh Ravichander;"Life of Pazham (From ""Thiruchitrambalam"")";"Life of Pazham (From ""Thiruchitrambalam"")";72;234514;False;0.503;0.665;7;-6.302;0;0.0801;0.124;0.000155;0.175;0.597;174.974;3;hip-hop
